InvoiceDate,InvoiceMonth,InvoiceYear,InvoiceWeekday,InvoiceHour,InvoiceWeekEndMS,InvoiceWeekEndSS,Segment,Country,InvoiceCount_Buy,ActiveCustomers_Buy,TotalQuantity_Buy,TotalSales_Buy,AvgSalesPerCustomer_Buy,ReturnCustomers,TotalSales_Return
2011-07-03 10:11:00,2011-07,2011,Sunday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,53.0,318.90999999999997,318.90999999999997,0,0.0
2011-07-03 10:23:00,2011-07,2011,Sunday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,71.0,115.75,115.75,0,0.0
2011-07-03 10:28:00,2011-07,2011,Sunday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,29.0,155.34000000000003,155.34000000000003,0,0.0
2011-07-03 10:47:00,2011-07,2011,Sunday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,257.0,450.81,450.81,0,0.0
2011-07-03 11:26:00,2011-07,2011,Sunday,11,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,196.0,441.59,441.59,0,0.0
2011-07-03 11:40:00,2011-07,2011,Sunday,11,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,146.0,272.26,272.26,0,0.0
2011-07-03 11:54:00,2011-07,2011,Sunday,11,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-15.65
2011-07-03 12:10:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,276.0,399.16,399.16,0,0.0
2011-07-03 12:21:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,115.0,154.25,154.25,0,0.0
2011-07-03 12:21:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,92.0,294.3,294.3,0,0.0
2011-07-03 12:22:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,93.0,219.01,219.01,0,0.0
2011-07-03 12:27:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,40.0,99.14000000000003,99.14000000000003,0,0.0
2011-07-03 12:36:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,186.0,247.5200000000001,247.5200000000001,0,0.0
2011-07-03 12:38:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,158.0,247.25000000000003,247.25000000000003,0,0.0
2011-07-03 12:52:00,2011-07,2011,Sunday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,100.0,169.8,169.8,0,0.0
2011-07-03 13:05:00,2011-07,2011,Sunday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,41.0,406.18,406.18,0,0.0
2011-07-03 13:08:00,2011-07,2011,Sunday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,160.0,209.51999999999998,209.51999999999998,1,-39.6
2011-07-03 13:12:00,2011-07,2011,Sunday,13,2011-07-10,2011-07-09,Active,United Kingdom,1,1,178.0,145.79999999999998,145.79999999999998,0,0.0
2011-07-03 13:24:00,2011-07,2011,Sunday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,107.0,306.33000000000004,306.33000000000004,0,0.0
2011-07-03 13:27:00,2011-07,2011,Sunday,13,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,117.0,383.8499999999999,383.8499999999999,0,0.0
2011-07-03 13:33:00,2011-07,2011,Sunday,13,2011-07-10,2011-07-09,Active,United Kingdom,1,1,17.0,76.55000000000001,76.55000000000001,0,0.0
2011-07-03 14:58:00,2011-07,2011,Sunday,14,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,170.0,154.54999999999998,154.54999999999998,0,0.0
2011-07-03 15:19:00,2011-07,2011,Sunday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,60.0,115.55,115.55,0,0.0
2011-07-03 15:53:00,2011-07,2011,Sunday,15,2011-07-10,2011-07-09,Active,United Kingdom,1,1,334.0,346.37999999999994,346.37999999999994,0,0.0
2011-07-03 16:00:00,2011-07,2011,Sunday,16,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,26.0,86.02,86.02,0,0.0
2011-07-03 16:00:00,2011-07,2011,Sunday,16,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,69.0,156.91000000000003,156.91000000000003,0,0.0
2011-07-04 10:17:00,2011-07,2011,Monday,10,2011-07-10,2011-07-09,Active,United Kingdom,1,1,840.0,2403.3200000000015,2403.3200000000015,0,0.0
2011-07-04 10:20:00,2011-07,2011,Monday,10,2011-07-10,2011-07-09,VIP,United Kingdom,2,1,2900.0,13282.0,13282.0,0,0.0
2011-07-04 10:23:00,2011-07,2011,Monday,10,2011-07-10,2011-07-09,Active,United Kingdom,1,1,828.0,5078.829999999999,5078.829999999999,0,0.0
2011-07-04 10:27:00,2011-07,2011,Monday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,360.0,471.2200000000001,471.2200000000001,0,0.0
2011-07-04 10:42:00,2011-07,2011,Monday,10,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,48.0,100.8,100.8,0,0.0
2011-07-04 11:10:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,68.0,506.83,506.83,0,0.0
2011-07-04 11:10:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,49.0,188.74,188.74,0,0.0
2011-07-04 11:11:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,126.0,841.5799999999998,841.5799999999998,0,0.0
2011-07-04 11:11:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,42.0,198.79999999999998,198.79999999999998,0,0.0
2011-07-04 11:35:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,346.0,750.8999999999999,750.8999999999999,0,0.0
2011-07-04 11:42:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,VIP,France,1,1,259.0,474.36000000000007,474.36000000000007,0,0.0
2011-07-04 11:47:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,135.0,226.93,226.93,0,0.0
2011-07-04 11:58:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,35.0,206.07,206.07,0,0.0
2011-07-04 11:58:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,93.0,460.6599999999999,460.6599999999999,0,0.0
2011-07-04 11:59:00,2011-07,2011,Monday,11,2011-07-10,2011-07-09,VIP,Germany,1,1,1.0,30.0,30.0,0,0.0
2011-07-04 12:17:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-7.65
2011-07-04 12:18:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,128.0,244.42999999999998,244.42999999999998,0,0.0
2011-07-04 12:19:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,486.0,1067.8800000000003,1067.8800000000003,0,0.0
2011-07-04 12:25:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,856.0,1561.0900000000004,1561.0900000000004,0,0.0
2011-07-04 12:28:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,128.0,261.02000000000004,261.02000000000004,0,0.0
2011-07-04 12:38:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,New & Growing,EIRE,1,1,417.0,936.0400000000002,936.0400000000002,0,0.0
2011-07-04 12:39:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,At Risk,EIRE,1,1,116.0,174.95999999999998,174.95999999999998,0,0.0
2011-07-04 12:40:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,At Risk,EIRE,1,1,4.0,59.8,59.8,0,0.0
2011-07-04 12:41:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,40.0,109.33000000000001,109.33000000000001,0,0.0
2011-07-04 12:47:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,374.0,375.22,375.22,0,0.0
2011-07-04 12:49:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,19.0,20.95,20.95,0,0.0
2011-07-04 12:58:00,2011-07,2011,Monday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,228.0,1128.6,1128.6,0,0.0
2011-07-04 13:19:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,220.0,289.96000000000004,289.96000000000004,0,0.0
2011-07-04 13:19:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,VIP,Spain,1,1,1506.0,4146.34,4146.34,0,0.0
2011-07-04 13:28:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,270.0,457.3,457.3,0,0.0
2011-07-04 13:29:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,46.0,90.42999999999999,90.42999999999999,0,0.0
2011-07-04 13:35:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,Active,United Kingdom,1,1,81.0,153.13,153.13,0,0.0
2011-07-04 13:36:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,189.0,345.71999999999997,345.71999999999997,0,0.0
2011-07-04 13:50:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,211.0,247.39999999999995,247.39999999999995,0,0.0
2011-07-04 13:53:00,2011-07,2011,Monday,13,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,85.0,126.62,126.62,0,0.0
2011-07-04 14:07:00,2011-07,2011,Monday,14,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,204.0,369.56000000000006,369.56000000000006,0,0.0
2011-07-04 14:08:00,2011-07,2011,Monday,14,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,8.0,70.8,70.8,0,0.0
2011-07-04 14:36:00,2011-07,2011,Monday,14,2011-07-10,2011-07-09,VIP,Germany,1,1,863.0,998.4199999999998,998.4199999999998,0,0.0
2011-07-04 14:47:00,2011-07,2011,Monday,14,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-14.55
2011-07-04 14:51:00,2011-07,2011,Monday,14,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-25.0
2011-07-04 14:53:00,2011-07,2011,Monday,14,2011-07-10,2011-07-09,Active,United Kingdom,0,0,0.0,0.0,,1,-8.5
2011-07-04 15:10:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,109.0,227.95000000000002,227.95000000000002,0,0.0
2011-07-04 15:13:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,22.0,49.5,49.5,0,0.0
2011-07-04 15:26:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,Active,United Kingdom,1,1,224.0,488.55000000000007,488.55000000000007,0,0.0
2011-07-04 15:29:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,283.0,653.6800000000001,653.6800000000001,0,0.0
2011-07-04 15:32:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-07-04 15:34:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-07-04 15:38:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,24.0,70.80000000000001,70.80000000000001,0,0.0
2011-07-04 15:46:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,333.0,298.74,298.74,0,0.0
2011-07-04 15:49:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,88.0,62.599999999999994,62.599999999999994,0,0.0
2011-07-04 15:50:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,18.0,101.10000000000001,101.10000000000001,0,0.0
2011-07-04 15:54:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,Germany,1,1,1.0,389.68,389.68,0,0.0
2011-07-04 15:55:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,Germany,0,0,0.0,0.0,,1,-389.68
2011-07-04 15:55:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,13.0,21.449999999999996,21.449999999999996,0,0.0
2011-07-04 15:59:00,2011-07,2011,Monday,15,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-26.299999999999997
2011-07-04 16:00:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,Active,United Kingdom,0,0,0.0,0.0,,1,-5.95
2011-07-04 16:06:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,77.0,107.69999999999999,107.69999999999999,0,0.0
2011-07-04 16:07:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,Loyal,United Kingdom,0,0,0.0,0.0,,1,-4.95
2011-07-04 16:08:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,395.0,770.07,770.07,0,0.0
2011-07-04 16:09:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-0.65
2011-07-04 16:18:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,Active,United Kingdom,1,1,946.0,2479.2000000000025,2479.2000000000025,0,0.0
2011-07-04 16:27:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,At Risk,United Kingdom,0,0,0.0,0.0,,1,-14.85
2011-07-04 16:35:00,2011-07,2011,Monday,16,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,556.0,431.96999999999997,431.96999999999997,0,0.0
2011-07-05 09:06:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,Active,United Kingdom,1,1,256.0,487.02,487.02,0,0.0
2011-07-05 09:10:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,394.0,789.66,789.66,0,0.0
2011-07-05 09:16:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,576.0,1141.2,1141.2,0,0.0
2011-07-05 09:23:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,236.0,321.46000000000004,321.46000000000004,0,0.0
2011-07-05 09:31:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,25.0,31.25,31.25,0,0.0
2011-07-05 09:32:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-07-05 09:33:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-07-05 09:33:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,206.0,663.1800000000001,663.1800000000001,0,0.0
2011-07-05 09:34:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,24.0,838.8000000000001,838.8000000000001,0,0.0
2011-07-05 09:53:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,Active,United Kingdom,1,1,24.0,107.60000000000001,107.60000000000001,0,0.0
2011-07-05 09:56:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,235.0,455.4500000000001,455.4500000000001,0,0.0
2011-07-05 09:57:00,2011-07,2011,Tuesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,2,1,44.0,125.14,125.14,0,0.0
2011-07-05 10:06:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,2,2,60.0,254.4,127.2,0,0.0
2011-07-05 10:07:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,245.0,318.03,318.03,0,0.0
2011-07-05 10:08:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,12.0,17.4,17.4,0,0.0
2011-07-05 10:21:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,189.0,440.71000000000004,440.71000000000004,0,0.0
2011-07-05 10:23:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,181.0,324.17,324.17,0,0.0
2011-07-05 10:39:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,67.0,289.95,289.95,0,0.0
2011-07-05 10:54:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,126.0,351.14,351.14,0,0.0
2011-07-05 10:57:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,622.0,1088.5,1088.5,0,0.0
2011-07-05 10:58:00,2011-07,2011,Tuesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,363.0,449.81000000000006,449.81000000000006,0,0.0
2011-07-05 11:01:00,2011-07,2011,Tuesday,11,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-14.54
2011-07-05 11:10:00,2011-07,2011,Tuesday,11,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,107.0,129.64,129.64,0,0.0
2011-07-05 11:30:00,2011-07,2011,Tuesday,11,2011-07-10,2011-07-09,Active,United Kingdom,1,1,40.0,51.36,51.36,0,0.0
2011-07-05 11:32:00,2011-07,2011,Tuesday,11,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,101.0,119.98000000000002,119.98000000000002,0,0.0
2011-07-05 11:36:00,2011-07,2011,Tuesday,11,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,261.0,351.68999999999994,351.68999999999994,0,0.0
2011-07-05 11:49:00,2011-07,2011,Tuesday,11,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,365.0,504.97999999999996,504.97999999999996,0,0.0
2011-07-05 11:58:00,2011-07,2011,Tuesday,11,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,98.0,349.5400000000001,349.5400000000001,0,0.0
2011-07-05 12:03:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,213.0,311.82,311.82,0,0.0
2011-07-05 12:11:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,Active,United Kingdom,1,1,44.0,137.98,137.98,0,0.0
2011-07-05 12:15:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,104.0,235.63,235.63,0,0.0
2011-07-05 12:15:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,139.0,221.52,221.52,0,0.0
2011-07-05 12:17:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,106.0,300.8,300.8,0,0.0
2011-07-05 12:18:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,200.0,72.0,72.0,0,0.0
2011-07-05 12:19:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-22.5
2011-07-05 12:23:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,Finland,1,1,228.0,632.44,632.44,0,0.0
2011-07-05 12:39:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,166.0,302.18000000000006,302.18000000000006,0,0.0
2011-07-05 12:41:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,Active,United Kingdom,1,1,146.0,307.59999999999997,307.59999999999997,0,0.0
2011-07-05 12:42:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-34.38
2011-07-05 12:44:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,0,0,0.0,0.0,,1,-7.5
2011-07-05 12:47:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,262.0,689.5800000000002,689.5800000000002,0,0.0
2011-07-05 12:50:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,EIRE,1,1,21.0,205.60000000000002,205.60000000000002,0,0.0
2011-07-05 12:50:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,291.0,694.5699999999999,694.5699999999999,1,-27.979999999999997
2011-07-05 12:52:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,606.0,467.7,467.7,0,0.0
2011-07-05 12:53:00,2011-07,2011,Tuesday,12,2011-07-10,2011-07-09,VIP,United Kingdom,2,2,356.0,702.4,351.2,0,0.0
2011-07-05 13:01:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,150.0,672.9,672.9,0,0.0
2011-07-05 13:06:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,Active,United Kingdom,1,1,294.0,455.16999999999996,455.16999999999996,0,0.0
2011-07-05 13:07:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,43.0,160.42000000000002,160.42000000000002,0,0.0
2011-07-05 13:10:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,Active,United Kingdom,0,0,0.0,0.0,,1,-139.8
2011-07-05 13:15:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,Active,United Kingdom,1,1,13.0,18.740000000000002,18.740000000000002,0,0.0
2011-07-05 13:16:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,230.0,532.9399999999999,532.9399999999999,0,0.0
2011-07-05 13:18:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-4.949999999999999
2011-07-05 13:19:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,Active,United Kingdom,1,1,984.0,737.04,737.04,0,0.0
2011-07-05 13:38:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,Active,United Kingdom,1,1,110.0,210.10000000000002,210.10000000000002,0,0.0
2011-07-05 13:56:00,2011-07,2011,Tuesday,13,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,94.0,214.80000000000004,214.80000000000004,0,0.0
2011-07-05 14:20:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,Active,United Kingdom,1,1,60.0,75.0,75.0,0,0.0
2011-07-05 14:24:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,510.0,642.0199999999999,642.0199999999999,0,0.0
2011-07-05 14:27:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,234.0,330.6,330.6,0,0.0
2011-07-05 14:42:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,24.0,19.919999999999998,19.919999999999998,0,0.0
2011-07-05 14:51:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,Loyal,United Kingdom,0,0,0.0,0.0,,1,-37.96
2011-07-05 14:53:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,Active,United Kingdom,0,0,0.0,0.0,,1,-105.0
2011-07-05 14:53:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,1502.0,2156.44,2156.44,0,0.0
2011-07-05 14:54:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,VIP,United Kingdom,0,0,0.0,0.0,,1,-10.95
2011-07-05 14:56:00,2011-07,2011,Tuesday,14,2011-07-10,2011-07-09,Active,United Kingdom,1,1,260.0,369.85,369.85,0,0.0
2011-07-05 15:12:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,93.0,139.68,139.68,0,0.0
2011-07-05 15:14:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,VIP,France,1,1,321.0,662.35,662.35,0,0.0
2011-07-05 15:29:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-07-05 15:31:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,Active,United Kingdom,1,1,732.0,3643.81,3643.81,0,0.0
2011-07-05 15:32:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,71.0,466.2500000000001,466.2500000000001,0,0.0
2011-07-05 15:33:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,At Risk,United Kingdom,2,2,41.0,263.96999999999997,131.98499999999999,0,0.0
2011-07-05 15:34:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,At Risk,United Kingdom,1,1,37.0,281.74,281.74,0,0.0
2011-07-05 15:35:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,97.0,580.9399999999999,580.9399999999999,0,0.0
2011-07-05 15:37:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,460.0,426.2,426.2,0,0.0
2011-07-05 15:40:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,114.0,178.74,178.74,0,0.0
2011-07-05 15:41:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,Loyal,United Kingdom,1,1,14.0,54.9,54.9,0,0.0
2011-07-05 15:44:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,1342.0,1278.1,1278.1,0,0.0
2011-07-05 15:48:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,1920.0,768.0,768.0,0,0.0
2011-07-05 15:50:00,2011-07,2011,Tuesday,15,2011-07-10,2011-07-09,VIP,France,0,0,0.0,0.0,,1,-17.9
2011-07-05 16:08:00,2011-07,2011,Tuesday,16,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,1120.0,600.72,600.72,0,0.0
2011-07-05 16:47:00,2011-07,2011,Tuesday,16,2011-07-10,2011-07-09,New & Growing,United Kingdom,1,1,549.0,1477.9800000000002,1477.9800000000002,0,0.0
2011-07-05 16:53:00,2011-07,2011,Tuesday,16,2011-07-10,2011-07-09,Active,United Kingdom,1,1,1562.0,4178.580000000006,4178.580000000006,0,0.0
2011-07-05 17:09:00,2011-07,2011,Tuesday,17,2011-07-10,2011-07-09,Active,United Kingdom,1,1,1372.0,3872.9000000000046,3872.9000000000046,0,0.0
2011-07-06 09:15:00,2011-07,2011,Wednesday,9,2011-07-10,2011-07-09,Active,United Kingdom,1,1,303.0,356.99,356.99,0,0.0
2011-07-06 09:46:00,2011-07,2011,Wednesday,9,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,400.0,561.3400000000001,561.3400000000001,0,0.0
2011-07-06 09:49:00,2011-07,2011,Wednesday,9,2011-07-10,2011-07-09,Loyal,Belgium,1,1,522.0,719.0600000000001,719.0600000000001,0,0.0
2011-07-06 10:00:00,2011-07,2011,Wednesday,10,2011-07-10,2011-07-09,VIP,United Kingdom,1,1,260.0,302.2,302.2,0,0.0
2011-07-06 10:00:00,2011-07,2011,Wednesday,10,2011-07-10,2011-07-09,Active,United Kingdom,0,0,0.0,0.0,,1,-15.0
